fecha,tipo,Descriptores,valor
1999-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,18.75580345601538
1999-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,6162128.336999999
1999-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,18.92834546135656
1999-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1999-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,18.928345461356557
1999-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,6381668.671
1999-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,17.538486932660533
1999-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1999-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,17.538486932660547
2000-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,6720563.462
2000-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,18.698670704558623
2000-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2000-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,18.69867070455861
2000-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,6958394.987000001
2000-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,17.256934338261814
2000-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2000-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,17.256934338261793
2000-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7166931.103999999
2000-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,16.306099322319255
2000-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2000-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,16.306099322319263
2000-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7220526.217
2000-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,13.144799412918305
2000-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2000-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,13.144799412918314
2001-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7320286.31
2001-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.923698903983365
2001-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2001-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.92369890398336
2001-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7459750.438
2001-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.205044438216788
2001-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2001-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.205044438216797
2001-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7502163.550000002
2001-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,4.67748944611597
2001-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2001-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,4.677489446115936
2001-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7466230.339000001
2001-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,3.402856171639044
2001-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2001-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.402856171639049
2002-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7309444.307000001
2002-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,-0.1481090020371027
2002-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2002-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-0.1481090020371069
2002-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7941409.987
2002-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,6.456778319907656
2002-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2002-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,6.456778319907651
2002-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,7971586.016000001
2002-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,6.257161189187869
2002-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2002-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,6.257161189187882
2002-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,8088591.577000001
2002-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.33568226189172
2002-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2002-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.335682261891703
2003-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,8093632.004
2003-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,10.72841742906516
2003-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2003-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,10.728417429065171
2003-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,8253853.483000001
2003-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,3.9343579605066026
2003-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2003-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.93435796050659
2003-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,8210313.374000001
2003-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,2.9947284959460205
2003-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2003-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.9947284959460188
2003-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,8480333.734
2003-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,4.843144239275475
2003-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2003-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,4.843144239275517
2004-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,8730792.149
2004-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.872363664237582
2004-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2004-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.872363664237584
2004-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,9281990.016
2004-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,12.456442740564682
2004-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2004-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,12.4564427405647
2004-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,9311925.012
2004-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,13.417412805320268
2004-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2004-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,13.417412805320287
2004-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,9668852.016
2004-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,14.01499421225492
2004-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2004-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,14.014994212254903
2005-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,9450080.65
2005-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.23852508139693
2005-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2005-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.238525081396944
2005-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,10060019.29
2005-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.382138664864542
2005-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2005-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.382138664864517
2005-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,10062099.172
2005-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.056058860367472
2005-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2005-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.056058860367465
2005-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,10426196.734
2005-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.832829758349248
2005-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2005-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.832829758349256
2006-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,10550621.144
2006-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,11.64583176335114
2006-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2006-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,11.645831763351142
2006-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,11227577.554
2006-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,11.605924703947563
2006-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2006-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,11.60592470394756
2006-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,11246326.337
2006-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,11.76918597955556
2006-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2006-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,11.769185979555555
2006-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,11455938.045
2006-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,9.876480727070856
2006-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2006-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,9.87648072707085
2007-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,11430812.047
2007-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.342550556850895
2007-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2007-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.342550556850895
2007-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,12021863.013
2007-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.074415252798886
2007-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2007-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.074415252798882
2007-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,12129428.141999995
2007-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.852357992623979
2007-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2007-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.852357992624023
2007-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,12604909.422
2007-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,10.02948315962196
2007-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2007-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,10.029483159621956
2008-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,12297911.306000002
2008-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.585631322033421
2008-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2008-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.585631322033407
2008-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,13254081.510000002
2008-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,10.249813158472392
2008-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2008-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,10.249813158472392
2008-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,13139867.071
2008-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.33047458767824
2008-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2008-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.330474587678223
2008-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,13019185.274
2008-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,3.28662299847187
2008-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2008-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.2866229984718704
2009-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,12170951.053999998
2009-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,-1.032372480504577
2009-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2009-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-1.032372480504537
2009-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,12466924.427
2009-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,-5.938978739538484
2009-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2009-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-5.9389787395384745
2009-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,12891111.352000004
2009-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,-1.89313725668508
2009-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2009-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-1.8931372566851103
2009-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,13467484.853000002
2009-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,3.4433765981906674
2009-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2009-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.4433765981906537
2010-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,13359849.386
2010-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,9.768327279644012
2010-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2010-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,9.768327279643994
2010-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,13848983.492
2010-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,11.085806071037313
2010-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2010-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,11.085806071037316
2010-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,14044018.019
2010-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.943423383129257
2010-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2010-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.943423383129266
2010-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,14619747.195
2010-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.55588370491705
2010-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2010-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.555883704917054
2011-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,14490555.671000002
2011-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.463465809613751
2011-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2011-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.463465809613728
2011-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,14923547.967999997
2011-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.759157750608409
2011-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2011-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.75915775060843
2011-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,15341144.457999997
2011-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,9.236149065353857
2011-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2011-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,9.236149065353889
2011-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,16318498.574
2011-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,11.61956739977677
2011-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2011-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,11.61956739977678
2012-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,16103739.835
2012-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,11.132659096217196
2012-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2012-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,11.132659096217209
2012-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,16384467.998000002
2012-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,9.789361304246142
2012-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2012-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,9.789361304246125
2012-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,16581027.13
2012-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.082074159424508
2012-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2012-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.08207415942449
2012-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,17047261.129
2012-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,4.465867688104154
2012-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2012-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,4.465867688104133
2013-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,16420163.742
2013-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,1.9649094573192367
2013-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2013-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.9649094573192332
2013-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,16844478.847999997
2013-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,2.807603213336847
2013-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2013-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.8076032133368747
2013-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,16981720.875
2013-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,2.416579756238548
2013-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2013-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.41657975623854
2013-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,17569659.261
2013-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,3.0644109223582063
2013-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2013-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.0644109223581992
2014-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,17404245.614
2014-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.993130686528318
2014-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2014-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.993130686528323
2014-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,18042241.137
2014-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.110711466993337
2014-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2014-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.110711466993318
2014-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,18219506.295
2014-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.288928072196938
2014-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2014-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.288928072196927
2014-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,18884609.416
2014-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.484209770185132
2014-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2014-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.484209770185137
2015-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,18389552.828
2015-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.661303775254794
2015-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2015-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.661303775254803
2015-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,19087521.12
2015-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.793515201702945
2015-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2015-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.793515201702958
2015-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,19467455.941
2015-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,6.849525040875975
2015-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2015-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,6.849525040875978
2015-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,19969928.813
2015-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.747110639632652
2015-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2015-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.747110639632622
2016-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,19541661.957
2016-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,6.265019817370401
2016-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2016-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,6.265019817370405
2016-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,20557131.026
2016-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.69932301193441
2016-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2016-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.699323011934402
2016-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,20921915.837000005
2016-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.471237640953362
2016-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2016-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.471237640953345
2016-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,22014453.212
2016-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,10.238015458868604
2016-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2016-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,10.238015458868627
2017-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,21923238.56
2017-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,12.187175319276776
2017-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2017-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,12.18717531927676
2017-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,22351041.756000005
2017-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.726464445506153
2017-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2017-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.726464445506135
2017-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,22424376.833
2017-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.18127827157646
2017-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2017-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.18127827157648
2017-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,23446183.873000003
2017-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,6.503594012589758
2017-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2017-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,6.503594012589735
2018-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,23181560.777
2018-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.739673057683476
2018-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2018-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.739673057683502
2018-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,24136849.692
2018-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.98981969384316
2018-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2018-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.989819693843176
2018-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,24262575.71
2018-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.197324236430433
2018-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
