fecha,tipo,Descriptores,valor
2014-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.611923682186856
2014-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,82.32302342197494
2014-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.337763085738871
2015-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,82.94958153230692
2015-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,2.697903230585496
2015-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,83.55954152296536
2015-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.3719693870647376
2015-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,84.5979098187828
2015-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.350561821212011
2015-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,85.16579037674032
2015-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.453185799789921
2016-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,86.70912609619535
2016-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.532324930927075
2016-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,88.00158770205122
2016-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.316025074006674
2016-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,90.12418187400829
2016-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.5323978654594725
2016-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,91.79406523089318
2016-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.782790278622386
2017-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,94.06663758055592
2017-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,8.485279249842904
2017-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,94.26711418748133
2017-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.11978800501123
2017-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,95.45836020529808
2017-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.918698201052038
2017-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,96.37227840924824
2017-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.9874827602844505
2018-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,98.35874486505728
2018-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.562836936555442
2018-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,98.9388680273206
2018-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.955868098972445
2018-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,100.51906105893164
2018-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.3014747401377065
2018-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,102.11499500840031
2018-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.958888483226943
2019-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,103.1728784517072
2019-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.894464232188639
2019-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,103.65010656482788
2019-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.76176717142782
2019-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,104.82002043411327
2019-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.278750049863774
2019-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,105.6076894153207
2019-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.420354088675268
2020-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,108.01534201591996
2020-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.69354314513906
2020-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,108.03131248574354
2020-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.22691887747888
2020-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,109.94666580739224
2020-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.890902856197599
2020-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,110.40637664106464
2020-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.543880518843892
2021-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,112.35215434652984
2021-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.014996619619723
2021-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,112.75081156182782
2021-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.368639950298743
2021-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,114.6821973051513
2021-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.307116967107419
2021-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,116.28519084672956
2021-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.324705315506535
2022-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,119.25239228675906
2022-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.141616046761953
2022-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,121.10588057239372
2022-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.4102074254111585
2022-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,122.46131297813967
2022-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.783193778794953
2022-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,123.59158531049674
2022-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.283168484796505
2023-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,125.24298866687798
2023-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.023460129599485
2023-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,125.87423492990982
2023-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.937343368446662
2023-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,127.9080228594532
2023-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.4476984190801545
2023-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,130.05078101131292
2023-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.226242291972284
2024-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,130.13988287053445
2024-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.909914842962792
2024-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,132.10499346546152
2024-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.949987214636224
2024-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,134.56101902609322
2024-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.201390825929991
2024-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,137.23637115634756
2024-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.525218756209995
2025-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,139.0426696808249
2025-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.840936547597096
2025-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,139.13843250508236
2025-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.324128070495476
